Time stamp,System power generated | (kW),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
"Jul 3, 12:00 pm",145.722,4.597,241,0.98863,25.563
"Jul 3, 01:00 pm",0,1.305,255,0.989913,26.263
"Jul 3, 02:00 pm",0,2.027,121,0.987247,26.863
"Jul 3, 03:00 pm",135.212,4.518,104,0.986161,26.663
"Jul 3, 04:00 pm",422.337,6.307,90,0.985767,26.363
"Jul 3, 05:00 pm",207.107,5.101,94,0.98557,24.763
"Jul 3, 06:00 pm",370.834,6.06,75,0.987248,24.663
"Jul 3, 07:00 pm",591.425,7.019,74,0.988927,24.563
"Jul 3, 08:00 pm",1315.34,9.145,70,0.987051,24.863
"Jul 3, 09:00 pm",745.246,7.533,63,0.988532,24.163
"Jul 3, 10:00 pm",622.422,7.138,83,0.988532,24.263
"Jul 3, 11:00 pm",400.077,6.189,87,0.988927,24.263
"Jul 4, 12:00 am",421.38,6.288,100,0.989617,25.463
"Jul 4, 01:00 am",192.007,4.973,112,0.991592,24.663
"Jul 4, 02:00 am",552.038,6.851,128,0.988532,24.763
"Jul 4, 03:00 am",597.105,7.049,119,0.987643,24.863
"Jul 4, 04:00 am",839.295,7.85,128,0.987347,25.463
"Jul 4, 05:00 am",773.601,7.642,132,0.987248,25.863
"Jul 4, 06:00 am",1068.44,8.512,114,0.987148,26.313
"Jul 4, 07:00 am",1424.01,9.382,120,0.986951,26.763
"Jul 4, 08:00 am",1417.65,9.372,127,0.986754,26.963
"Jul 4, 09:00 am",1279.76,9.075,135,0.988826,27.463
"Jul 4, 10:00 am",2202.7,11.033,125,0.991491,27.363
"Jul 4, 11:00 am",2272.83,11.211,136,0.988825,27.963
"Jul 4, 12:00 pm",2643.36,12.298,127,0.989812,28.263
"Jul 4, 01:00 pm",2928.16,13.88,124,0.989714,27.963
"Jul 4, 02:00 pm",2943.6,14.019,125,0.987937,28.063
"Jul 4, 03:00 pm",2942.4,14.009,126,0.987049,27.763
"Jul 4, 04:00 pm",2889.2,13.564,130,0.986851,27.863
"Jul 4, 05:00 pm",2805.7,13.04,132,0.986851,27.963
"Jul 4, 06:00 pm",2502.79,11.863,112,0.986556,26.863
"Jul 4, 07:00 pm",2045.92,10.677,115,0.98626,25.763
"Jul 4, 08:00 pm",2741.45,12.723,115,0.98774,26.063
"Jul 4, 09:00 pm",2207.19,11.043,132,0.988234,26.363
"Jul 4, 10:00 pm",601.336,7.049,146,0.991691,23.763
"Jul 4, 11:00 pm",122.384,4.389,180,0.991395,23.863
"Jul 5, 12:00 am",0,2.679,117,0.991692,23.163
"Jul 5, 01:00 am",167.64,4.765,78,0.990507,23.363
"Jul 5, 02:00 am",249.066,5.339,77,0.988137,24.063
"Jul 5, 03:00 am",586.26,6.999,105,0.988927,24.863
"Jul 5, 04:00 am",981.219,8.275,128,0.988136,25.763
"Jul 5, 05:00 am",1332.09,9.194,145,0.986655,26.263
"Jul 5, 06:00 am",300.15,5.645,173,0.987643,24.863
"Jul 5, 07:00 am",0,2.096,170,0.988632,23.463
"Jul 5, 08:00 am",165.535,4.755,107,0.989815,24.563
"Jul 5, 09:00 am",205.653,5.081,109,0.992579,24.863
"Jul 5, 10:00 am",24.5644,3.342,107,0.991395,23.463
"Jul 5, 11:00 am",109.516,4.281,125,0.991691,23.563
"Jul 5, 12:00 pm",477.01,6.525,125,0.990407,25.163
"Jul 5, 01:00 pm",1719.25,9.965,129,0.989813,26.963
"Jul 5, 02:00 pm",2981.12,14.543,137,0.98685,28.563
"Jul 5, 03:00 pm",3004.01,15.333,136,0.988332,28.363
"Jul 5, 04:00 pm",2971.6,14.256,137,0.987838,28.063
"Jul 5, 05:00 pm",2875.85,13.455,138,0.987641,28.063
"Jul 5, 06:00 pm",2829.5,13.139,125,0.987839,27.413
"Jul 5, 07:00 pm",2764.15,12.832,127,0.988135,26.763
"Jul 5, 08:00 pm",2699.95,12.536,126,0.98932,26.763
"Jul 5, 09:00 pm",2844.55,13.178,124,0.991294,26.463
"Jul 5, 10:00 pm",2752.86,12.763,135,0.991196,26.363
"Jul 5, 11:00 pm",1292.71,9.095,148,0.989024,26.263
"Jul 6, 12:00 am",1025.35,8.393,138,0.989024,26.063
"Jul 6, 01:00 am",1679.61,9.866,137,0.990802,25.463
"Jul 6, 02:00 am",1272.93,9.036,141,0.989024,25.563
"Jul 6, 03:00 am",1020.6,8.374,141,0.989518,25.863
"Jul 6, 04:00 am",673.575,7.316,150,0.989024,25.963
"Jul 6, 05:00 am",532.877,6.772,143,0.989123,25.463
"Jul 6, 06:00 am",559.41,6.891,139,0.989024,25.963
"Jul 6, 07:00 am",583.323,6.999,152,0.988827,26.463
"Jul 6, 08:00 am",779.483,7.662,147,0.990604,26.863
"Jul 6, 09:00 am",908.415,8.067,130,0.991097,25.963
"Jul 6, 10:00 am",1887.45,10.311,139,0.99238,27.063
"Jul 6, 11:00 am",2398.12,11.557,133,0.990306,27.463
"Jul 6, 12:00 pm",2321.78,11.339,121,0.98932,26.963
"Jul 6, 01:00 pm",2068.91,10.726,121,0.99011,26.663
"Jul 6, 02:00 pm",2112.55,10.825,119,0.989518,26.563
"Jul 6, 03:00 pm",2524.47,11.903,122,0.990702,26.463
"Jul 6, 04:00 pm",2333.75,11.369,128,0.988431,26.563
"Jul 6, 05:00 pm",2010.38,10.598,129,0.988629,26.663
"Jul 6, 06:00 pm",1739.17,10.005,121,0.988727,26.713
"Jul 6, 07:00 pm",1442.41,9.412,122,0.988925,26.763
"Jul 6, 08:00 pm",1293.89,9.095,125,0.991689,26.763
"Jul 6, 09:00 pm",1339.23,9.204,137,0.99001,26.863
"Jul 6, 10:00 pm",2011.09,10.578,129,0.992184,25.863
"Jul 6, 11:00 pm",1349.64,9.204,133,0.992085,25.463
"Jul 7, 12:00 am",1604.89,9.728,136,0.988432,25.763
"Jul 7, 01:00 am",1378.66,9.263,133,0.992381,25.663
"Jul 7, 02:00 am",1119.83,8.631,142,0.990506,25.663
"Jul 7, 03:00 am",1062.37,8.492,151,0.988727,26.363
"Jul 7, 04:00 am",926.812,8.136,148,0.988925,26.663
"Jul 7, 05:00 am",607.545,7.108,144,0.988826,26.963
"Jul 7, 06:00 am",487.848,6.584,132,0.989913,26.663
"Jul 7, 07:00 am",370.215,6.06,130,0.991097,26.363
"Jul 7, 08:00 am",1048.62,8.453,121,0.990406,26.563
"Jul 7, 09:00 am",1199.38,8.838,127,0.993368,26.363
"Jul 7, 10:00 am",1173.06,8.769,124,0.99386,26.663
"Jul 7, 11:00 am",1647.79,9.807,123,0.993762,26.763
"Jul 7, 12:00 pm",2385.27,11.498,120,0.992281,26.563
"Jul 7, 01:00 pm",2374.74,11.468,117,0.992577,26.463
"Jul 7, 02:00 pm",2484.65,11.794,120,0.990209,26.663
"Jul 7, 03:00 pm",2316.72,11.31,121,0.992479,26.963
"Jul 7, 04:00 pm",1867.55,10.272,126,0.990604,27.063
"Jul 7, 05:00 pm",2120.03,10.845,131,0.991097,27.063
"Jul 7, 06:00 pm",1889.14,10.321,118,0.990997,27.113
"Jul 7, 07:00 pm",1635.94,9.797,124,0.9908,27.163
"Jul 7, 08:00 pm",1220.89,8.898,133,0.990505,25.863
"Jul 7, 09:00 pm",802.349,7.711,132,0.993369,24.963
"Jul 7, 10:00 pm",430.163,6.307,132,0.994258,24.163
"Jul 7, 11:00 pm",588.06,6.999,126,0.993565,25.263
"Jul 8, 12:00 am",694.065,7.365,129,0.994355,25.663
"Jul 8, 01:00 am",949.47,8.176,131,0.994157,25.863
"Jul 8, 02:00 am",1119.42,8.631,134,0.991788,26.163
"Jul 8, 03:00 am",1281.45,9.056,151,0.992183,26.263
"Jul 8, 04:00 am",822.403,7.79,155,0.992282,26.063
"Jul 8, 05:00 am",357.983,5.981,155,0.992282,25.663
"Jul 8, 06:00 am",283.256,5.536,131,0.993665,25.113
"Jul 8, 07:00 am",208.367,5.091,124,0.995047,24.563
"Jul 8, 08:00 am",313.311,5.714,124,0.994652,25.663
"Jul 8, 09:00 am",889.384,8.008,136,0.993564,26.963
"Jul 8, 10:00 am",1120.85,8.631,128,0.995736,26.963
"Jul 8, 11:00 am",1062.6,8.463,122,0.996132,25.463
"Jul 8, 12:00 pm",883.997,7.978,115,0.995638,26.163
"Jul 8, 01:00 pm",1337.95,9.174,115,0.994257,25.463
"Jul 8, 02:00 pm",1368.07,9.234,120,0.993764,25.263
"Jul 8, 03:00 pm",1811.77,10.133,124,0.992776,26.363
"Jul 8, 04:00 pm",2688.99,12.476,126,0.992775,27.063
"Jul 8, 05:00 pm",2590.51,12.091,130,0.991788,26.963
"Jul 8, 06:00 pm",2339.45,11.379,129,0.992873,27.413
"Jul 8, 07:00 pm",2043.36,10.667,132,0.99386,27.863
"Jul 8, 08:00 pm",2440.04,11.666,127,0.994749,27.763
"Jul 8, 09:00 pm",2543.79,11.962,130,0.993466,27.563
"Jul 8, 10:00 pm",2624.73,12.18,141,0.995538,27.263
"Jul 8, 11:00 pm",2344.84,11.379,148,0.99475,26.763
"Jul 9, 12:00 am",1662.01,9.837,148,0.993268,26.763
"Jul 9, 01:00 am",1064.94,8.492,150,0.993071,26.963
"Jul 9, 02:00 am",1162.88,8.749,155,0.992873,26.963
"Jul 9, 03:00 am",1067.55,8.492,153,0.995144,26.863
"Jul 9, 04:00 am",845.443,7.869,156,0.992281,26.863
"Jul 9, 05:00 am",744.251,7.543,154,0.991788,26.763
"Jul 9, 06:00 am",545.715,6.831,156,0.991689,26.563
"Jul 9, 07:00 am",384.139,6.129,151,0.991492,26.363
"Jul 9, 08:00 am",390.206,6.149,127,0.996526,26.963
"Jul 9, 09:00 am",716.554,7.444,130,0.994059,26.363
"Jul 9, 10:00 am",1345.74,9.194,131,0.996131,26.463
"Jul 9, 11:00 am",1377.57,9.263,124,0.996329,27.063
"Jul 9, 12:00 pm",1645.37,9.797,117,0.994848,26.863
"Jul 9, 01:00 pm",1514.54,9.54,127,0.994453,26.863
"Jul 9, 02:00 pm",1968.86,10.499,130,0.991097,26.963
"Jul 9, 03:00 pm",2125.76,10.855,127,0.991492,26.963
"Jul 9, 04:00 pm",2125.76,10.855,128,0.990998,26.963
"Jul 9, 05:00 pm",2210.71,11.053,135,0.99001,27.063
"Jul 9, 06:00 pm",1879.43,10.301,131,0.991096,27.413
"Jul 9, 07:00 pm",1511.36,9.55,132,0.99228,27.763
"Jul 9, 08:00 pm",779.508,7.652,134,0.993071,26.563
"Jul 9, 09:00 pm",166.359,4.765,125,0.99317,26.163
"Jul 9, 10:00 pm",380.864,6.11,129,0.994256,26.263
"Jul 9, 11:00 pm",641.544,7.207,150,0.993072,26.463
"Jul 10, 12:00 am",449.783,6.406,156,0.993269,25.863
"Jul 10, 01:00 am",545.683,6.821,156,0.994651,26.463
"Jul 10, 02:00 am",441.744,6.367,153,0.992579,25.063
"Jul 10, 03:00 am",577.324,6.96,149,0.992381,25.863
"Jul 10, 04:00 am",833.018,7.82,153,0.990506,25.263
"Jul 10, 05:00 am",296.496,5.625,182,0.990505,25.963
"Jul 10, 06:00 am",173.615,4.824,221,0.992578,25.713
"Jul 10, 07:00 am",80.0752,4.034,159,0.994652,25.463
"Jul 10, 08:00 am",184.539,4.913,148,0.994947,26.063
"Jul 10, 09:00 am",545.976,6.831,144,0.992775,26.863
"Jul 10, 10:00 am",608.287,7.098,131,0.993367,26.663
"Jul 10, 11:00 am",899.587,8.028,121,0.994355,25.763
"Jul 10, 12:00 pm",1151.2,8.72,132,0.993169,27.163
"Jul 10, 01:00 pm",1168.24,8.769,129,0.99238,27.363
"Jul 10, 02:00 pm",1857.04,10.252,127,0.9908,27.463
"Jul 10, 03:00 pm",2011.45,10.598,125,0.991096,27.163
"Jul 10, 04:00 pm",2033.04,10.647,129,0.990405,27.063
"Jul 10, 05:00 pm",2580.64,12.071,133,0.99011,26.763
"Jul 10, 06:00 pm",2516.71,11.883,134,0.990998,26.713
"Jul 10, 07:00 pm",2448.76,11.685,136,0.991886,26.663
"Jul 10, 08:00 pm",2089.38,10.766,137,0.992676,26.763
"Jul 10, 09:00 pm",1858.29,10.242,146,0.992972,26.763
"Jul 10, 10:00 pm",1876.87,10.272,146,0.995736,26.763
"Jul 10, 11:00 pm",1479.92,9.461,155,0.996921,26.663
"Jul 11, 12:00 am",1241.54,8.947,160,0.994552,26.563
"Jul 11, 01:00 am",1187.16,8.809,169,0.992676,26.463
"Jul 11, 02:00 am",1051.44,8.453,173,0.992281,26.363
"Jul 11, 03:00 am",771.059,7.622,184,0.99317,26.263
"Jul 11, 04:00 am",172.078,4.815,201,0.99238,26.363
"Jul 11, 05:00 am",125.548,4.429,225,0.991788,26.563
"Jul 11, 06:00 am",48.2957,3.648,201,0.991689,26.463
"Jul 11, 07:00 am",0,2.857,213,0.99159,26.363
"Jul 11, 08:00 am",0,2.511,163,0.996131,26.963
"Jul 11, 09:00 am",0,2.996,194,0.996525,27.763
"Jul 11, 10:00 am",0,2.185,143,0.994649,28.763
"Jul 11, 11:00 am",39.7136,3.549,108,0.992971,28.863
"Jul 11, 12:00 pm",215.499,5.161,89,0.992872,28.763
"Jul 11, 01:00 pm",628.933,7.177,97,0.993958,28.063
"Jul 11, 02:00 pm",1030.31,8.403,99,0.993071,27.163
"Jul 11, 03:00 pm",867.004,7.939,104,0.992577,26.763
"Jul 11, 04:00 pm",826.964,7.81,113,0.991294,26.463
"Jul 11, 05:00 pm",830.068,7.82,128,0.990406,26.463
"Jul 11, 06:00 pm",723.453,7.474,126,0.992084,26.563
"Jul 11, 07:00 pm",613.846,7.118,127,0.993663,26.663
"Jul 11, 08:00 pm",470.651,6.495,123,0.996526,26.663
"Jul 11, 09:00 pm",437.426,6.357,123,0.994157,26.763
"Jul 11, 10:00 pm",385.245,6.129,133,0.995144,26.763
"Jul 11, 11:00 pm",376.654,6.09,132,0.996033,26.763
"Jul 12, 12:00 am",549.63,6.841,139,0.994651,26.663
"Jul 12, 01:00 am",440.142,6.367,142,0.994947,26.563
"Jul 12, 02:00 am",153.243,4.656,141,0.994453,26.563
"Jul 12, 03:00 am",188.887,4.953,156,0.994848,26.563
"Jul 12, 04:00 am",69.0892,3.905,163,0.992479,26.463
"Jul 12, 05:00 am",0,2.699,157,0.992281,26.463
"Jul 12, 06:00 am",0,2.59,154,0.993861,26.213
"Jul 12, 07:00 am",0,2.481,99,0.995539,25.963
"Jul 12, 08:00 am",0,2.847,135,0.997514,26.363
"Jul 12, 09:00 am",0,2.61,166,0.994847,27.163
"Jul 12, 10:00 am",0,1.493,78,0.994155,28.463
"Jul 12, 11:00 am",3.2138,3.094,95,0.994155,29.063
"Jul 12, 12:00 pm",314.576,5.744,95,0.992872,28.563
"Jul 12, 01:00 pm",654.684,7.256,98,0.993959,27.563
"Jul 12, 02:00 pm",565.911,6.92,109,0.99238,27.263
"Jul 12, 03:00 pm",584.136,6.999,108,0.991788,27.163
"Jul 12, 04:00 pm",665.826,7.296,106,0.990306,26.963
"Jul 12, 05:00 pm",642.417,7.217,106,0.991097,26.763
"Jul 12, 06:00 pm",552.183,6.861,98,0.992183,26.963
"Jul 12, 07:00 pm",470.06,6.505,88,0.993169,27.163
"Jul 12, 08:00 pm",174.04,4.834,85,0.993071,27.063
"Jul 12, 09:00 pm",46.7883,3.628,89,0.994156,26.963
"Jul 12, 10:00 pm",78.673,4.024,87,0.994058,26.863
"Jul 12, 11:00 pm",132.812,4.488,86,0.993564,26.763
"Jul 13, 12:00 am",93.5038,4.162,80,0.992281,26.763
"Jul 13, 01:00 am",132.593,4.488,64,0.993071,26.763
"Jul 13, 02:00 am",76.0163,3.994,56,0.99159,26.863
"Jul 13, 03:00 am",0,2.897,57,0.991097,26.963
"Jul 13, 04:00 am",30.489,3.43,30,0.990306,26.963
"Jul 13, 05:00 am",344.116,5.912,2,0.988727,26.463
"Jul 13, 06:00 am",425.457,6.307,358,0.989814,25.713
"Jul 13, 07:00 am",518.688,6.703,358,0.990802,24.963
"Jul 13, 08:00 am",749.154,7.553,5,0.992578,26.263
"Jul 13, 09:00 am",1223.32,8.907,20,0.992281,26.663
"Jul 13, 10:00 am",1417.93,9.352,37,0.992577,26.663
"Jul 13, 11:00 am",1670.45,9.856,54,0.992577,26.763
"Jul 13, 12:00 pm",1730.07,9.975,64,0.991097,26.063
"Jul 13, 01:00 pm",1181.3,8.789,72,0.992578,25.963
"Jul 13, 02:00 pm",519.043,6.713,85,0.990702,26.063
"Jul 13, 03:00 pm",697.938,7.395,77,0.989814,26.263
"Jul 13, 04:00 pm",738.716,7.533,67,0.98853,26.663
"Jul 13, 05:00 pm",659.025,7.276,65,0.989221,26.863
"Jul 13, 06:00 pm",889.106,8.018,75,0.9908,27.263
"Jul 13, 07:00 pm",1162.7,8.759,73,0.992478,27.663
"Jul 13, 08:00 pm",806.314,7.751,60,0.991886,27.663
"Jul 13, 09:00 pm",528.977,6.762,59,0.993367,27.663
"Jul 13, 10:00 pm",726.745,7.494,62,0.991984,27.663
"Jul 13, 11:00 pm",435.465,6.347,58,0.992874,26.163
"Jul 14, 12:00 am",368.314,6.04,56,0.991789,25.263
"Jul 14, 01:00 am",189.009,4.953,53,0.993269,26.063
"Jul 14, 02:00 am",153.067,4.656,58,0.991393,25.963
"Jul 14, 03:00 am",169.744,4.795,74,0.990308,25.563
"Jul 14, 04:00 am",88.9453,4.123,86,0.990011,25.863
"Jul 14, 05:00 am",86.1583,4.103,74,0.989321,26.363
"Jul 14, 06:00 am",161.365,4.726,43,0.991196,26.063
"Jul 14, 07:00 am",252.052,5.358,42,0.992973,25.763
"Jul 14, 08:00 am",65.4377,3.856,66,0.993664,25.963
"Jul 14, 09:00 am",71.688,3.935,71,0.992874,26.063
"Jul 14, 10:00 am",176.743,4.854,58,0.992972,26.563
"Jul 14, 11:00 am",268.439,5.467,41,0.990997,27.263
"Jul 14, 12:00 pm",576.897,6.97,56,0.992281,27.363
"Jul 14, 01:00 pm",1179.56,8.799,65,0.991196,26.863
"Jul 14, 02:00 pm",1313.92,9.145,61,0.991097,26.363
"Jul 14, 03:00 pm",1343.48,9.204,56,0.990604,26.463
"Jul 14, 04:00 pm",1453.7,9.431,56,0.989222,26.463
"Jul 14, 05:00 pm",1439.18,9.402,52,0.989221,26.563
"Jul 14, 06:00 pm",1450.6,9.431,51,0.989418,27.113
"Jul 14, 07:00 pm",1468.04,9.471,49,0.989616,27.663
"Jul 14, 08:00 pm",2230.72,11.102,48,0.990701,27.563
"Jul 14, 09:00 pm",2219.13,11.072,48,0.990701,27.263
"Jul 14, 10:00 pm",1490.41,9.491,57,0.994059,26.663
"Jul 14, 11:00 pm",535.69,6.782,61,0.991493,25.963
"Jul 15, 12:00 am",485.346,6.564,43,0.9909,25.763
"Jul 15, 01:00 am",365.652,6.031,30,0.990505,25.863
"Jul 15, 02:00 am",352.046,5.951,26,0.989814,25.863
"Jul 15, 03:00 am",422.454,6.297,17,0.989222,25.963
"Jul 15, 04:00 am",533.862,6.782,15,0.987939,25.863
"Jul 15, 05:00 am",763.686,7.602,1,0.988728,25.363
"Jul 15, 06:00 am",723.936,7.474,325,0.98863,25.213
"Jul 15, 07:00 am",681.079,7.336,333,0.988532,25.063
"Jul 15, 08:00 am",416.49,6.268,350,0.989123,25.563
"Jul 15, 09:00 am",309.629,5.704,353,0.989913,26.063
"Jul 15, 10:00 am",240.886,5.309,15,0.989616,27.563
"Jul 15, 11:00 am",5.40437,3.124,27,0.989911,28.563
"Jul 15, 12:00 pm",29.375,3.421,70,0.988726,27.763
"Jul 15, 01:00 pm",125.848,4.429,75,0.988828,25.163
"Jul 15, 02:00 pm",41.2844,3.569,87,0.986358,26.963
"Jul 15, 03:00 pm",37.0938,3.519,89,0.987147,27.763
"Jul 15, 04:00 pm",243.327,5.329,95,0.98616,27.563
"Jul 15, 05:00 pm",295.826,5.635,98,0.985471,26.663
"Jul 15, 06:00 pm",855.01,7.909,172,0.986359,26.113
"Jul 15, 07:00 pm",1830.61,10.183,188,0.987149,25.563
"Jul 15, 08:00 pm",1426.96,9.372,195,0.98636,25.063
"Jul 15, 09:00 pm",1877.71,10.291,192,0.988136,25.963
"Jul 15, 10:00 pm",2194.85,11.023,182,0.989714,27.463
"Jul 15, 11:00 pm",2733.02,12.694,175,0.9908,27.763
"Jul 16, 12:00 am",2863.96,13.336,172,0.990405,27.663
"Jul 16, 01:00 am",2852.23,13.238,167,0.99001,27.563
"Jul 16, 02:00 am",2778.67,12.901,160,0.990208,27.363
"Jul 16, 03:00 am",2461.87,11.735,161,0.99001,27.063
"Jul 16, 04:00 am",2474.34,11.774,160,0.989813,27.263
"Jul 16, 05:00 am",1908.95,10.371,164,0.988234,26.963
"Jul 16, 06:00 am",788.719,7.691,155,0.988136,26.163
"Jul 16, 07:00 am",195.522,5.012,129,0.988136,25.363
"Jul 16, 08:00 am",292.071,5.596,111,0.992085,25.963
"Jul 16, 09:00 am",571.735,6.94,116,0.993564,26.763
"Jul 16, 10:00 am",1412.42,9.323,95,0.995046,25.763
"Jul 16, 11:00 am",2092.66,10.726,99,0.996725,24.163
"Jul 16, 12:00 pm",1970.75,10.469,110,0.993862,24.863
"Jul 16, 01:00 pm",2583.03,12.041,114,0.994553,25.463
"Jul 16, 02:00 pm",2477.61,11.755,132,0.992677,25.963
"Jul 16, 03:00 pm",2315.02,11.3,141,0.992183,26.463
"Jul 16, 04:00 pm",1239.76,8.957,141,0.991985,27.263
"Jul 16, 05:00 pm",1303.74,9.125,132,0.991688,27.363
"Jul 16, 06:00 pm",1237.85,8.937,116,0.993664,26.263
"Jul 16, 07:00 pm",1176.27,8.759,125,0.995639,25.163
"Jul 16, 08:00 pm",829.923,7.8,126,0.994553,25.363
"Jul 16, 09:00 pm",1142.4,8.68,124,0.993664,25.563
"Jul 16, 10:00 pm",893.346,8.008,125,0.994651,25.763
"Jul 16, 11:00 pm",927.288,8.107,140,0.998501,25.963
"Jul 17, 12:00 am",612.171,7.098,140,0.99781,26.063
"Jul 17, 01:00 am",445.742,6.386,142,0.99544,26.163
"Jul 17, 02:00 am",289.869,5.566,127,0.997219,24.763
"Jul 17, 03:00 am",448.228,6.386,128,0.996132,24.863
"Jul 17, 04:00 am",834.75,7.82,126,0.995835,26.263
"Jul 17, 05:00 am",578.73,6.97,139,0.994354,26.963
"Jul 17, 06:00 am",569.494,6.93,147,0.996525,27.713
"Jul 17, 07:00 am",560.49,6.891,141,0.998598,28.463
"Jul 17, 08:00 am",932.169,8.146,123,0.996821,28.363
"Jul 17, 09:00 am",1137.24,8.68,137,0.998302,28.363
"Jul 17, 10:00 am",1071.46,8.512,132,0.997019,28.463
"Jul 17, 11:00 am",1204.95,8.858,112,0.997512,28.163
"Jul 17, 12:00 pm",1382.2,9.273,114,0.998401,27.763
"Jul 17, 01:00 pm",854.226,7.889,120,0.998401,27.763
"Jul 17, 02:00 pm",895.167,8.028,114,0.996032,27.863
"Jul 17, 03:00 pm",1220.88,8.898,120,0.99613,27.563
"Jul 17, 04:00 pm",911.295,8.077,122,0.996032,27.363
"Jul 17, 05:00 pm",448.406,6.406,128,0.994749,27.363
"Jul 17, 06:00 pm",355.313,5.961,117,0.995934,26.113
"Jul 17, 07:00 pm",279.633,5.507,118,0.997021,24.863
"Jul 17, 08:00 pm",262.461,5.408,128,0.997119,25.163
"Jul 17, 09:00 pm",220.653,5.161,131,0.998897,25.363
"Jul 17, 10:00 pm",314.718,5.714,143,0.998303,25.463
"Jul 17, 11:00 pm",75.5001,3.974,167,0.997119,25.463
"Jul 18, 12:00 am",85.7694,4.083,179,0.998206,25.363
"Jul 18, 01:00 am",46.0907,3.608,186,0.997711,25.263
"Jul 18, 02:00 am",73.3101,3.945,216,0.996724,25.063
"Jul 18, 03:00 am",103.291,4.231,231,0.994849,24.863
"Jul 18, 04:00 am",0,2.857,238,0.994652,24.763
"Jul 18, 05:00 am",0,2.224,248,0.993566,24.663
"Jul 18, 06:00 am",0,1.681,254,0.996034,25.263
"Jul 18, 07:00 am",0,1.147,228,0.998501,25.863
"Jul 18, 08:00 am",0,2.027,208,0.995736,26.663
"Jul 18, 09:00 am",0,1.493,237,0.994847,27.663
"Jul 18, 10:00 am",0,0.455,86,0.997116,28.863
"Jul 18, 11:00 am",0,2.472,80,0.998005,29.263
"Jul 18, 12:00 pm",42.4365,3.579,82,0.998202,29.463
"Jul 18, 01:00 pm",222.359,5.2,83,0.995438,29.363
"Jul 18, 02:00 pm",363.374,6.031,93,0.992971,28.863
"Jul 18, 03:00 pm",1048,8.453,99,0.993466,27.663
"Jul 18, 04:00 pm",916.294,8.097,101,0.993367,27.163
"Jul 18, 05:00 pm",499.628,6.634,101,0.99238,27.263
"Jul 18, 06:00 pm",477.259,6.535,102,0.993466,27.313
"Jul 18, 07:00 pm",452.568,6.426,102,0.994551,27.363
"Jul 18, 08:00 pm",413.793,6.258,109,0.994354,27.263
"Jul 18, 09:00 pm",476.082,6.525,121,0.995538,27.263
"Jul 18, 10:00 pm",564.978,6.91,121,0.995341,27.263
"Jul 18, 11:00 pm",319.178,5.754,125,0.997414,27.363
"Jul 19, 12:00 am",498.84,6.624,140,0.995341,27.263
"Jul 19, 01:00 am",540.494,6.802,138,0.995736,27.063
"Jul 19, 02:00 am",604.241,7.078,154,0.993664,26.463
"Jul 19, 03:00 am",203.826,5.072,186,0.993565,25.463
"Jul 19, 04:00 am",22.5441,3.322,218,0.993665,25.363
"Jul 19, 05:00 am",0,1.226,238,0.992776,25.363
"Jul 19, 06:00 am",0,1.008,266,0.994751,25.463
"Jul 19, 07:00 am",0,0.791,34,0.996724,25.563
"Jul 19, 08:00 am",0,1.414,124,0.995144,26.563
"Jul 19, 09:00 am",0,1.582,99,0.997019,27.663
"Jul 19, 10:00 am",78.5846,4.024,98,0.997315,28.163
"Jul 19, 11:00 am",463.935,6.475,101,0.995933,27.563
"Jul 19, 12:00 pm",517.954,6.703,103,0.996033,26.963
"Jul 19, 01:00 pm",790.133,7.682,97,0.994059,26.563
"Jul 19, 02:00 pm",729.795,7.494,103,0.99159,26.363
"Jul 19, 03:00 pm",1124.27,8.64,117,0.993072,26.163
"Jul 19, 04:00 pm",941.714,8.166,135,0.99238,26.463
"Jul 19, 05:00 pm",630.396,7.177,140,0.992281,26.963
"Jul 19, 06:00 pm",830.796,7.82,126,0.992972,26.863
"Jul 19, 07:00 pm",1051.43,8.453,126,0.993663,26.763
"Jul 19, 08:00 pm",844.822,7.859,144,0.994651,26.663
"Jul 19, 09:00 pm",552.6,6.851,150,0.99623,26.763
"Jul 19, 10:00 pm",465.714,6.475,154,0.996329,26.863
"Jul 19, 11:00 pm",437.572,6.357,162,0.994453,26.763
"Jul 20, 12:00 am",683.445,7.336,176,0.996131,26.663
"Jul 20, 01:00 am",482.007,6.545,180,0.995539,26.563
"Jul 20, 02:00 am",258.388,5.398,179,0.993763,26.463
"Jul 20, 03:00 am",332.401,5.833,176,0.992776,26.263
"Jul 20, 04:00 am",125.079,4.419,183,0.993565,25.863
"Jul 20, 05:00 am",109.916,4.291,168,0.993763,25.563
"Jul 20, 06:00 am",107.513,4.271,157,0.994059,25.663
"Jul 20, 07:00 am",103.91,4.241,156,0.994453,25.763
"Jul 20, 08:00 am",48.0116,3.638,166,0.99544,26.263
"Jul 20, 09:00 am",1.35058,3.065,187,0.99386,27.263
"Jul 20, 10:00 am",0,2.837,166,0.995933,28.363
"Jul 20, 11:00 am",15.4069,3.243,137,0.996721,29.063
"Jul 20, 12:00 pm",314.909,5.744,121,0.994846,28.963
"Jul 20, 01:00 pm",849.448,7.889,115,0.993563,28.063
"Jul 20, 02:00 pm",1397.3,9.313,115,0.992577,26.963
"Jul 20, 03:00 pm",1154.71,8.729,121,0.99159,26.763
